0,FID,ogc_fid,no_1,no_2,nama_sppg,nm_ka_sppg,kecamatan,alamat dap,sekolah,alamat,jumlah_sis,jam makan,keterangan,tanggal_op,Latitude SPPG,Longitude SPPG,field_15,geometry,No,NPSN,Nama Satuan Pendidikan,Alamat,Kelurahan,Status,Kode Wilayah,Jenis Sekolah,Kecamatan,Alamat Lengkap,Country,Coordinates,Address found,Latitude Sekolah,Longitude Sekolah,<img>
154,database_sppg.155,155,155,22.15.,SPPG POLDA JABAR Kec. Arcamanik,Jihan Alfariz Ginanjar,Arcamanik,"Asrama Polisi Sukamiskin Blok A Jl. Sahardjo, Kelurahan Sukamiskin, Kecamatan Arcamanik, Kota Bandung",SD AMANAH UMMAH,,,,,17 Maret 2025,-6.907714314,107.6765931,,POINT (107.6765931 -6.907714314),,,SD AMANAH UMMAH,,,,,,,,,,,,,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATCDNfXBsHLUZMjWG25hZhVKLqEDyHxNE0xRx4qZenqUCKfMSqZwHNQIhxmhjOg5rZRrfJsedJo6dEOdjK22yd27q7UikAy0LvIRBw3jia23W0-GS8LcAXlYm2YctIbb0j9SbyPF5djQAvJnJYrEU3Ku1bMWGu1Eew_I_6uuPwZ9jynWEzTG4kJ9OMNNSnT0guyMhxK8aqO8k9ABfQ1DvMxO78bxbtBSSRb17VBzjbyGxMeljuJb74ZqNdTk9oZR44HDzcMIOrtPOmLJRTaUh4jlHeUCaEds_jPC-UfAzkJLb7lydsVCkh49yH-O2Wtj8t-dQWSa2L1UA0k5rV9ldzLjIFyh90OzMGFBSO2QJofFcEz5T5HxdtinAYgdThUMgBQc6JN4LQkuzSNpCcUQHr1d_BXYL_XNBPIa1ILdjU-_QXI8kMSgpRmifV4nWLCeYp7nL-W9rPxbxgcKmWvvBt0lJkzcF-xROuh9YkEdSPSn-U0Nuh0yFOtl3wPXTvFCfiCiCwWL_ZIndKQWIkAH6t59zupAjqHSdQtHnCHNh5zOFiLgJDgm48XuNs6mBMayUcnvU2EYH84Z&key=AIzaSyAw8Kpai3_deTamKUFuTZCo5eeHaCcC6ys
155,database_sppg.156,156,156,22.16,SPPG POLDA JABAR Kec. Arcamanik,Jihan Alfariz Ginanjar,Arcamanik,"Asrama Polisi Sukamiskin Blok A Jl. Sahardjo, Kelurahan Sukamiskin, Kecamatan Arcamanik, Kota Bandung",SMP AMANAH UMAH,,,,,17 Maret 2025,-6.907714314,107.6765931,,POINT (107.6765931 -6.907714314),,,SMP AMANAH UMAH,,,,,,,,,,,-6.1976016,106.6003339,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATCDNfXP9fEg-D7YIZ2-Dd-LCTseEmR_e5ZH4rzj1mgRBCbwOwknRyhDhMbp2XkDYYwiceuHWKeyKT0YfUKJEGpUjsmgC6e8hONk3mpHig-7nFJWQXmaZcVD_gfHqb3bScJ4vyr4SEZ9PRFIjy0bCieK3TS7yMH7w4hPpuwXwHXFnXrHZx2rU9nh-9qPMqBCGioP88f0bd93pu1el3Be1lL1z--8ALnpCwo5TFZztFwTdeUva0VjfMXgnXbbOCcnClQhqbL04B5Hb09KGaVrMNAmx33kYlLg5TDxLwRf6EfKZ4XX5nEKBXJ2c5EbmtvXIQI2uodMdlf6r29S4tVCHIulBcWmdWqJjnYeiPw4a4SZ1Z724Vxoc5tuvVNk0KT1NzaDkhTvmf1mNJtyDkh4YgIZp78Ep3Mt5TUb-Ud-6QGAABDBAg0gowyphlYTGF5k8LIHtWIAW4iPZfC7EK14O7ra37UbJo73UkGKHdX2eDb6v2TEZ-R0JgJjdIwzk2JsW_duZwsqEs50UJmgXzoqPWHXjRjFkPAoCLY2rGaNr_g5p85w-0Iiu1QT4HAVMmD05RSlYLii7cki&key=AIzaSyAw8Kpai3_deTamKUFuTZCo5eeHaCcC6ys
156,database_sppg.157,157,157,23.1.,SPPG Kec. Rancasari 02,Raden Ayu Rizka Rochmatika,Rancasari,"Jl. Ciwastra No. 189, Mekarjaya, Kec. Rancasari, Kota Bandung, Jawa Barat, 40292",SDN 222 PASIRPOGOR,"Jl. Pasir Suci no. 8, Mekarjaya, Kec. Rancasari, Kota Bandung, Jawa Barat 40287",749,08.00 dan 11.00,,19 Maret 2025,-6.959905763,107.6604292,,POINT (107.6604292 -6.959905763),10,20246413,SDN 222 PASIRPOGOR,Jl. Pasir Suci No.8,Mekarjaya,NEGERI,26010,SD,Rancasari,"Jl. Pasir Suci No.8, Kel. Mekarjaya, Kec. Rancasari, Kota Bandung, Jawa Barat, Indonesia",id,"-6.961509599999999,107.6626311","Jl. Pasir Suci No.8, Mekarjaya, Kec. Rancasari, Kota Bandung, Jawa Barat 40287, Indonesia",-6.9615096,107.6626311,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATCDNfXwitB5-0MDSY_s4mCXWXx5Zi1h89WxnaYRPBAuWLCuyB9dpH231itqfcnqO4nwm6fCO0O1FIq4JGoRnOGtKmjUxHaWLVV3cmMfKy1eHsWdSp17Wgpx7N6wphS72cCJ7hX9Ubjp0g0_xOEdvINc9b-sVAutm1ythzNQIMWAZ45_CG1Hz3DGkFLXyBm_tAsduFYT9A8dNy8Ak1arDbwYvlVRCBicaic3XfCOP13VW0SiUFyqfrkK8OvK5acuACE6Wwz7xa5R2s1GoiO4lKenJu_al8EE190D-1sAGlIvhKnIbNow3vTM_SnlhXhJlTVSgT-W-jXu59Y2nFKZaM-CB-SUFrPKDIUylUeV_xutMKpL7ehzxIKoDs6MBBm6d0XJ401IrkL2Jb_lsgG8rPUkk93-zpsDe7nfzTS1I3H3woux0Rza5EZho0bmj4x3JL3K47PSg_kV1Qb-2as4YpPaiMJOyaClXmw02I35OmeSDxVpGieuT8hE59ysD0ldBAmLb2WqNkOrfdqiP43TviPyiR26xMTI-rvp9t6dF4Y-Cld8ddzrOnceLtE-CCRU_EO8tiu91c7jYXUthA&key=AIzaSyAw8Kpai3_deTamKUFuTZCo5eeHaCcC6ys
157,database_sppg.158,158,158,23.2.,SPPG Kec. Rancasari 03,Raden Ayu Rizka Rochmatika,Rancasari,"Jl. Ciwastra No. 189, Mekarjaya, Kec. Rancasari, Kota Bandung, Jawa Barat, 40293",SMPN 48,"Jl. Baturaden VIII No.19, Mekarjaya, Kec. Rancasari, Kota Bandung, Jawa Barat 40292",1014,,diberikan secara bertahap,19 Maret 2025,-6.959905763,107.6604292,,POINT (107.6604292 -6.959905763),,,SMPN 48,,,,,,,,,,,-6.2344689,106.7801789,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATCDNfUEiUydeduzj0EdctzujgFGmwAwXO-e85jIw78HY91LOu3Mlu8S8uV3BZbjULWbgzoujjSNqP8fsIfvDHMxpJExwDqvU8-_vWQ6ghiraZXMahCrvZes9O8iiycMOKA6yuk-GfvJxREgSbBJOcBKS5FDsR0LqNDRWoS8t8caNQpiSkMJ5hfIGjvSAf15d2LertJn0BygTuqHTvw_nSOLCbVbRhb7dr80ZB1zXZUS3aGIE97tQAPUZhQA-gd1Dv8sgT9LC6buI7uIb13V0Qdph2WHyMyeHQ1nlT1jajNpC-E1H8zrXJqFiGtvZXlYhMrdp_66fxGH7Fi8zo7WbeVf2JSyRJR0OHZyt0e9MGfi3rp0ff6qZAjqqOa5iuBX7sreTLTWB8cfWZ4U8PfThwyY6nvU06e4mTFvg674Y6pOL0PyKdh4ZFfqmfab1AAXaqGiD9AT_E7gaLKob0gchwfvdpkC417pkl35HH5GNUGRuThqH0AU2V41g-MXmOE--oOqltB3LNyfnvaGGDHwgnrV-J4Hqg_DX6Srstuna8sphYWVW2fSefKsWQujMO4Wxh3FR7-bTgwC&key=AIzaSyAw8Kpai3_deTamKUFuTZCo5eeHaCcC6ys
158,database_sppg.159,159,159,23.3.,SPPG Kec. Rancasari 04,Raden Ayu Rizka Rochmatika,Rancasari,"Jl. Ciwastra No. 189, Mekarjaya, Kec. Rancasari, Kota Bandung, Jawa Barat, 40294",SMPN 65,"Jl. Baturaden VIII No.19, Mekarjaya, Kec. Rancasari, Kota Bandung, Jawa Barat 40292",362,,diberikan secara bertahap,19 Maret 2025,-6.959905763,107.6604292,,POINT (107.6604292 -6.959905763),,,SMPN 65,,,,,,,,,,,,,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATCDNfXVSuiMoav0eLpJrV3PwKUU1tLmMf_ONZD5AbIWPzp89YAHzu_xpG1WzMWabhuIWbXrnXGvbOBoo_qqGYZFPBzOH8n89tV_v2CIQ0PeGErlJjjSTothG7myKf-A6cYPL_eWm5pq6PJCvP3cwyTr9aqGZ_FcMV3GJqV4xzG7aInwZw0ZCrlg-nI9mR5mSN0xtYpFpgbXyW-fGj1I7BCJBhp_SCxOfudpqkEZ9HkvesmaKoRjeErIpumDADhupr3jT4Nn4R0ITuk3yzeoNifqkqZG4B79k1PZtcYCP1ZtjVQMudjyiUwcHkEum-ZuRTPgOMddxadPpmZfFxLU9sFC-9yUJ6jdzXg_Ip88HbbHSsgl_Dmpi9F1TA4zEYIUEVzuVUFDtP30wrWBpEXqkWYewK7GuJC60bwt8GLcFBGwyE0HXXsdBY2PPq0vEwPtkv2o-pnffS8xMOEuBXp-YhLwCtL8giwF4sAznmpb8TZLNedManQf37kThBAIuf82xM36MdRenhRLeXFoiTyG6LD1PNwLTs8Rwv2c0vxb4Kl1-UXQs9Lox4hq-wLHTWV4IAZtB3KNLIFoLpBLcA&key=AIzaSyAw8Kpai3_deTamKUFuTZCo5eeHaCcC6ys
159,database_sppg.160,160,160,23.4.,SPPG Kec. Rancasari 05,Raden Ayu Rizka Rochmatika,Rancasari,"Jl. Ciwastra No. 189, Mekarjaya, Kec. Rancasari, Kota Bandung, Jawa Barat, 40295",SMAN 21,"Jl. Manjahlega No.29 Rancasawo - Ciwastra, Margasari, Kec. Buahbatu, Kota Bandung, Jawa Barat 40286",715,,diberikan secara bertahap,19 Maret 2025,-6.959905763,107.6604292,,POINT (107.6604292 -6.959905763),,,SMAN 21,,,,,,,,,,,-6.1848409,106.8873736,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATCDNfW_48yDy9dj0TTGJAwGCie0sTr9VWfvEDO0rxMD4QgXUwNeaQQrJwh-m2brOTOGOtJyb0WVAYuIj2Otv8d6rU_tlaNq-TIhUTq9miOMcURrLQqTZhctZoXB0iq3j_9mNPrkJ0pbG_BL3MpQZdpw3jmcNbi4CxSub263EetiyE5c2M8KNxO31Y5PXd7nrQufgFAZWyYb-aCNeLi58rATzUHqrarN9z3vh6YLdDVBT_GrTcFc-Km4mB5o6uZMiQEBKKzo2aWzOpHMsK2C8KDP5gUupINGYCBipqbgu2Y80rC-IKc3JDy8DEk58yXe2-zNCGIoKCOJ79D6rvAgU_JZV6ClG-LXzGnZSS32cMVHUH32X5EyBeF8LFRcWh_u43GW_MGqydlRfHiumk8Dh72xqn4khFtENd1mwRitnLXRWO6znJqGom0_w-LTf44LXwPFKbJrCBIPxsPopp6smTME8Lz2snBkzzMQO0dFxmWzV0lNBMDLneiFIgLsiCw2XLv3qYjDcVd-MYmzmsXeaqVdQxgjjPfdoDWC2IbNzW7L3U9oR4JgLAJgqaWCcYeTVvZ2DL99Zr-ANfRWWg&key=AIzaSyAw8Kpai3_deTamKUFuTZCo5eeHaCcC6ys
160,database_sppg.161,161,161,23.5.,SPPG Kec. Rancasari 06,Raden Ayu Rizka Rochmatika,Rancasari,"Jl. Ciwastra No. 189, Mekarjaya, Kec. Rancasari, Kota Bandung, Jawa Barat, 40296",MTS CIJAWURA KOTA BANDUNG,"Jl. Rancabolang No.221A, Margasari, Kec. Buahbatu, Kota Bandung, Jawa Barat 40286",199,,,19 Maret 2025,-6.959905763,107.6604292,,POINT (107.6604292 -6.959905763),,,MTS CIJAWURA KOTA BANDUNG,,,,,,,,,,,-6.9572937,107.6598954,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATCDNfWID1bvlTehmzzQg14jdkPHiFkJUxt2HZihhwU6VTlVWNowUT38zZh7mBAz02Eh5fiLaP-avMLN9wbD0B42_8lDBhzK7P67zcCb1eWbhUKD5Qm_MnVxnWXFQnEuNSObM99f3qIw_XTtHUNYeh1EFInW-rfUR2AP_GPUYA-rV4uwZX3PBWA12X_B_ddM_dn5O-j6k3NaYlrZmC7qq1BfmYEvRYMawijmEM94lDjs9J_Yyb_f0EdXJ3hzciQFG7RcW_Dz_0-971jb3gytfnTpECWQ13cOQVvFbVE-55qGou_hutSbSCR3TNPr7sWHHKthe1egw0n5yZtjlFD2fOiLqeHmhZ8H-9fcyS_85aoNMShn2l52Uely4o-wxY5oBORan-Clfny5cbwsGhJorhdERyuG6GOzwB7vNWgs8jaaHF0jJNlZVFoNAsQDj6_drYmvzRrEeRGFTBtmHGcffePJpenSP41zeUIgCJDlIK4pwtSn6BPIC2_SQVKg46tAvox1ghXiSoBhVUQKNXOeNGYVAfVtvdX0j3vQcz4mtRnbBvkS-C88QR19wHdsGf32-hmvE-A92Q3G&key=AIzaSyAw8Kpai3_deTamKUFuTZCo5eeHaCcC6ys
161,database_sppg.162,162,162,24.1.,SPPG Kec. Bandung Wetan,Qoniatu Zulfa,Bandung Wetan,"Jl. Brantas No. 30, Cihapit, Bandung Wetan, Kota Bandung, Jawa Barat 40114",SDN 062 CIUJUNG,"Jl. Lapangan Supratman No. 7, Cihapit",690,09.00 dan 12.00,,14 April 2025,-6.907147721,107.6246153,14,POINT (107.6246153 -6.907147721),17,20245187,SDN 062 CIUJUNG,Jl. Lapangan Supratman No. 7,Cihapit,NEGERI,26020,SD,Bandung Wetan,"Jl. Lapangan Supratman No. 7, Kel. Cihapit, Kec. Bandung Wetan, Kota Bandung, Jawa Barat, Indonesia",id,"-6.906952,107.6295781","Jl. Lap. Supratman No.7, Cihapit, Kec. Bandung Wetan, Kota Bandung, Jawa Barat 40114, Indonesia",-6.906952,107.6295781,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATCDNfUxBi-HgnhN-aN8Li7IrLYHJJ4lIIFBlrkzQhwp5GwTkPZalpZxP8Y6jhxJGqjOOTSnycNg-niqbVpfytD6UwT1lEtZa92wPA0KO3LXyD20joQWRsRJiU954x9Li9KT2Rutlth2H2HQPrWS7pvwX7lb86kK-n5Z9LlZIVgJ1pU66TILh5A-BPa2c4mzFiqcVmmYxBMdMfFLidaG76pqNI1X-2DzNtAlh_nWfSDd_jtCs7ySqIvtSW_kCqvPLRztykZELD1Hl3p7SxfLhNomSJcVOge9hmEGTE5H2pFVWNR3Xas0IzlLFBx1RFzknj2TFZVChUr3EVjCw4KOD9rFEeOOrK9Zh5qnKt5Q4cDXHRh3Wyu1lAoEF3dAxdEYmh5iE3WOS6EsI-zqlhtinCopSbp553ltLvXejPTaV2bst2RDNLos5lb2uAcO1ksV86iudVwEyL_SanFzjulsnxfbfzLLG5iTDcQFgQdfC93O5ZXC1sPTlXnaxH7d-b9gM8KJk_u1iqRuX53CesO2dsnQQHpp1XDOJJD_OrfVUgPZ6dVFsUujizVETOsgnA3-FJDSDGYADdW0w1qE9w&key=AIzaSyAw8Kpai3_deTamKUFuTZCo5eeHaCcC6ys
162,database_sppg.163,163,163,24.2.,SPPG Kec. Bandung Wetan,Qoniatu Zulfa,Bandung Wetan,"Jl. Brantas No. 30, Cihapit, Bandung Wetan, Kota Bandung, Jawa Barat 40115",SMPN 7 BANDUNG,"Jl. Ambon No. 23, Citarum, Kec. Bandung Wetan, Kota Bandung, Prov. Jawa Barat",1007,12,,14 April 2025,-6.907147721,107.6246153,,POINT (107.6246153 -6.907147721),,,SMPN 7 BANDUNG,,,,,,,,,,,-6.9070047,107.6185406,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATCDNfVSIKM3zrTn2wQ1GG_kF9FULbuV6LT6WhXCIc6QQRzkEFJ0lwu5n_YDrbfbZ0wVkH0MTvgod_GbpLFVt48vdfQVyAAPi3IvKarjnoFL870m8XjaIJqvF8Wnm6aL0Nt898Z5stTiKfkh14YJgSyp8SpLouNIRODDz8iRxUziNoXE2j3aDPi4z6oJ-dwGFDKXYwuWT2Ewz8HYJ3AWSaIW27B3Y_KSnBe2mFplDbsqXRlk0lKOzNn2rtT5dvcr0ZvYEHnWpgEAJAhxADHZmIghU5Dfswo2lcqHAkEXoot5i5P0kfP9f_hJYico5D2EZ3LnybER5SCVeuGC9cAppSaZGrhumbgAzvF1jzgS1j1fMuQkQ5qDOThIgbPYK4_FAffXaUjE94XYW_rpcB2TKUHtd1undywJ-571ECwGL6XErX0f38Gjec6CNaevFyf0bbJCCjpwxDYR8FPtZUM5_fh2NrEv564pcU5dGr59ShdoSW_GTptAWEj5lmbdz4GFw4YnibefCT_Y5HvjOk6EHVUYhr323-T2WDaz7GP0ram3ENKZ3valebaG_lzuds0z3wFcKrqJMnlb&key=AIzaSyAw8Kpai3_deTamKUFuTZCo5eeHaCcC6ys
163,database_sppg.164,164,164,24.3.,SPPG Kec. Bandung Wetan,Qoniatu Zulfa,Bandung Wetan,"Jl. Brantas No. 30, Cihapit, Bandung Wetan, Kota Bandung, Jawa Barat 40116",SMPN 44 BANDUNG,"Jl. Cimanuk No.1, Citarum, Kec. Bandung Wetan, Kota Bandung, Prov. Jawa Barat",917,12,,14 April 2025,-6.907147721,107.6246153,,POINT (107.6246153 -6.907147721),,,SMPN 44 BANDUNG,,,,,,,,,,,-6.9052341,107.6198208,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATCDNfXSmN1qi0QzzuzaCHR-QKTQJmlGqzaFZ3XpnVmtpOM3FLLLwWLKyucCuNgGArSolidgOS4lTi6t_jZO8Kcf8oiU7lx_kOlfX26ij5WgqqTw_C38d97PiTL6niAxXxpVdlyiEx8qsUa2UjjL2CZMMu4-tu8k8VH8kdkRFMGPzyPr3DIeprElMmyDuLSx_SqQihDg8y_k-w-EDcGftX0fsEWJj5_s0uhIXAqoCX_Gcma2cgVttMDJe_0cUgZE4r5HAUBekLnz9YBcjXuCemPziUy-jGsSjz-lHnL5805JQFTkFUurCaknuuc92cM4c-AZkCPgbmHJRwgE84GgAJy-BWe90guk1H9a6dTLzzWYJK8OnkwHSnzzm3J3MjndU59XGgZHTftQ0L0uYtFyrJe6hqL8OEnDGTZLt25OS8NSsNctPU-JimbVWM92m9n256kp1UXJx1hmeuRIifd8NUVajNSgWRZXmhFzLGdiR20IudOny_X_3jiAQ1VEjpbt0aeQWy78XtTAOO-iDBESlCDMp5DOUM5Hna4F09RLSNu1TmjCsroAIFzReMBgcBZgw52Y0rNod1XNfOVaDA&key=AIzaSyAw8Kpai3_deTamKUFuTZCo5eeHaCcC6ys
164,database_sppg.165,165,165,24.4.,SPPG Kec. Bandung Wetan,Qoniatu Zulfa,Bandung Wetan,"Jl. Brantas No. 30, Cihapit, Bandung Wetan, Kota Bandung, Jawa Barat 40117",SMAN 20 BANDUNG,"Jl. Citarum No. 23, Citarum, Kec. Bandung Wetan, Kota Bandung, Prov. Jawa Barat",684,12.00 dan 10.00,,14 April 2025,-6.907147721,107.6246153,,POINT (107.6246153 -6.907147721),2,20219253,SMAN 20 BANDUNG,JL. CITARUM NO. 23,Citarum,NEGERI,26020,SMA,Bandung Wetan,"JL. CITARUM NO. 23, Kel. Citarum, Kec. Bandung Wetan, Kota Bandung, Jawa Barat, Indonesia",id,"-6.9039863,107.6223901","Jl. Citarum No.23, Citarum, Kec. Bandung Wetan, Kota Bandung, Jawa Barat 40115, Indonesia",-6.9039863,107.6223901,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATCDNfUQT1eUxj5vNsXex7gOUuifaSof-xkkrjh1KwssyIjHz63GGvjiOz_TfvSy0SuMmr3FOrpGTzyhTielLdUFtmXY8HSVxXZK_g7aIRFqyyLKeMCIIZiWgTMpLtGPz-WNP6nVB8noozf3Zlxm1dpJ-huqnKkgr01TwnmYTryv-7M9vwYcpTVee9e5wn6jy-RVxeSKAZnQG4z5dD3LYK_4Vh6a5t99Lwrb-kn1PfWtOSYg2Z_ID5fVgibQIj4hUwnIZLAk3wA3GwYr2Sl4LWPO5z_2WTHWAZQ0fncxWav4VTKOJhy6g0ycpLb0JmCc98dP3ZwXm9hJD-aqQ53Elz4U2WBpn7pjJfuG0-HdWbmNn4HNq_CWo2I6S63ExWH0FFYZgcnXvtRLeOKFyT_b22wyPoPoSt3Xx7rGVgo-bXBaFV6D0ubI3tp0PreExiUwkfUcpc9UpNK5-Cn4p6RwXLN0ApcSJ5bMpYlPhteSr9Bbz3pEzF9nF3YeVADU-SUkILDqFJIGPW6eThCAQFBcXUfb06tgJ_SuZpeshGEoB-GWN_wrK4bYsEiJDwSxynz5xM-QZIPR1zis&key=AIzaSyAw8Kpai3_deTamKUFuTZCo5eeHaCcC6ys
165,database_sppg.166,166,166,25.1.,SPPG Kec. Andir 03,Nrangwesthi Widyaningrum,Andir,"Jl. Elang no.37, Maleber, Andir, Kota Bandung, 40184",SD MALEBER SELATAN,"Gg. Latifah, Maleber, Kec. Andir, Kota Bandung, Jawa Barat 40184",260,10,,14 April 2025,-6.915046469,107.5734516,,POINT (107.5734516 -6.915046469),10,20219847,SD MALEBER SELATAN,Jl. Rajawali Gg. Latifah,Maleber,SWASTA,26018,SD,Andir,"Jl. Rajawali Gg. Latifah, Kel. Maleber, Kec. Andir, Kota Bandung, Jawa Barat, Indonesia",id,"-6.9104503,107.570827","Gg. Latifah, Maleber, Kec. Andir, Kota Bandung, Jawa Barat 40184, Indonesia",-6.9104503,107.570827,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATCDNfWH5v0sfbwgp5UXyF1T7abpniq5FtM1zvxBkBcr6EyWTMA_T_AMMCd7mZ4USh8xw-8kVv-7igJPyWF9jq7cIRyZMdQ5hJtCoAFgijqJeFK--1-6VeP7NTe4OZuU7ZtySY44_Nc0sfy8RjEPLQ3ZPbSb-144jUCMSU5b0zW_UuZjXVgaB5-BEzNc88wh80DqA-rcAqh1XbJRLzCJNPB2Ud6ef8D-4Ce9Lez3M89ZucHIddhfwHVsf-_r7ObOsjuX-l3D52xUqZpBjBD1A9OQEs2xfV6J9qzaXdf3ySScMgp2NCVnHplrj4A6V7VsMKry-aBi0syXpO67s0gV8Qu45-5lCToBKQHzIAZSrqRwaKOX8b40l8ME8YBFVc5x5WFvEVnj9s_e3cbBtDEX4yeeTWXTYr6fjDwSMwdTEFQRIjFV69E9lOu8MTFnT2VWBMCjvxgHtSLGtH2ZxL5mrotyAKbsBotdMyKWtu27eZLNPhzzuB-wHhPEmXmmXZYRW1J6d8SDYrhA9S8kWWsnPBj1ifkceDO5aK_svgxiVdw2AxbCSeI-bSNF2SWQB-7NpJWi7oTUy_eT&key=AIzaSyAw8Kpai3_deTamKUFuTZCo5eeHaCcC6ys
166,database_sppg.167,167,167,25.2.,SPPG Kec. Andir 04,Nrangwesthi Widyaningrum,Andir,"Jl. Elang no.37, Maleber, Andir, Kota Bandung, 40185",SMP MUTIARA 4,"Jl. Jend. H. Amir Machmud No.10, Campaka, Kec. Andir, Kota Bandung, Jawa Barat 40184",546,10.3,,14 April 2025,-6.915046469,107.5734516,,POINT (107.5734516 -6.915046469),9,20219503,SMP MUTIARA 4,Jl. Raya Cibeureum No. 10,Campaka,SWASTA,26018,SMP,Andir,"Jl. Raya Cibeureum No. 10, Kel. Campaka, Kec. Andir, Kota Bandung, Jawa Barat, Indonesia",id,"-6.908726499999999,107.5691858","Jl. Raya Cibeureum No.10, Campaka, Kec. Andir, Kota Bandung, Jawa Barat 40184, Indonesia",-6.9087265,107.5691858,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATCDNfUDdTCLXSc0dPxubQrshY1x7gIGnCgk-qFBC1GmAVqrXMtAhnVtVzaxnd-Us3dJbkSSFo7YEGqrCDu-2EP5EHjDq-B5w1IfciJQ0ILG3zErWDi5ABKnm-p7gA4UpCQG8a2I87w3LOMEd7cyqqW84ptFkDS8WUqqMQAzS0Py88X5uVyWkzh5ELg6CAjRuYxEqaQcxxz1seNCurVXtQE0GB-z-VwHEENmVR5VTOXUdnY7kc4ov8SnWqJ15JiSiPYZ6ZFrQoykd791bwt0X-C-muYXMUC3BnrkCjSIwqLsCK-TDcoYhJwHJXcleMdqInFF4AMNQnc1FvZwPDwc5WXOboeHbDHCPJpAzktPq_BVWby7TGPENtU4-kKxXsfOZYaK_98V90x_ykYkWO5dtBrYQXI7z9N4yUkWFJ4S0H1jPOUPGyLf0MPY0ojYAyj3Evrfz_cAS5vaLTCv5FyvEZuXyEzBZgLn56fcNnsprQrWd2AOTIt1FPd1LbfDlVzQlIlPXuP1rmeWfgDvFW5yc18VnfIQEIBeoISZNByRV1lIWSrsFWciZLmeN7_8Foloti9s0UQtTuZj&key=AIzaSyAw8Kpai3_deTamKUFuTZCo5eeHaCcC6ys
167,database_sppg.168,168,168,25.3.,SPPG Kec. Andir 05,Nrangwesthi Widyaningrum,Andir,"Jl. Elang no.37, Maleber, Andir, Kota Bandung, 40186",SMA MUTIARA 2,"Jl. Jend. H. Amir Machmud No.10, Campaka, Kec. Andir, Kota Bandung, Jawa Barat 40184",89,10.3,,14 April 2025,-6.915046469,107.5734516,,POINT (107.5734516 -6.915046469),,,SMA MUTIARA 2,,,,,,,,,,,-6.908523,107.5685328,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATCDNfX2eZ-RQeVn5tMalfgpW0j2PBEFaEjeFcAgc_7NN2q09bmpqgqcD4TBRuAeXoJyj6O0tbhmvu1g5S8WgAUz7RKbeEsCpgXzL8MWGj0i6TpnEyJ5wdjgPG3oz-oPzARSZxLUBgzSzZxFA2b3KSX1ZVRVpyraIOwJs4OgTW-BnODWdDKmj0KHkjPsNT73-sHRwQC6xWw4BlQlvkHwuFGkupduGd_IrXnOCMYdtieMIGn7GnMtauQyTGUyLv1zKqOcUXN4YWPmpiitNuJIsPIZ0X29lVI6GVSPDo63I0e8HjmKfPbawYY&key=AIzaSyAw8Kpai3_deTamKUFuTZCo5eeHaCcC6ys
